panel,salt,solvent,requested_pair,runtime_pair,k_value,rmse,mae,bias,max_abs,rmse_full,mae_full,bias_full,max_abs_full,delta_k_from_baseline
7a,LiBr,ethanol,Li-H2O (requested),Li-Ethanol,0.09999999999999998,0.8846836974293499,0.4793632104002099,-0.47800296037183887,2.634389631197072,3.532476424046982,1.4700554867473585,-1.4688188958124757,11.376978250218844,0.09999999999999998
7a,LiBr,ethanol,Li-H2O (requested),Li-Ethanol,0.12,0.8873426273518001,0.4810271401555177,-0.47966689012843133,2.6417841234732804,3.537612899432511,1.4729749477830962,-1.4717383568493814,11.392453024058879,0.12
7a,LiBr,ethanol,Li-H2O (requested),Li-Ethanol,0.14,0.8899974307532055,0.4826934132968531,-0.4813331632685588,2.649158528840305,3.542717758579262,1.4758868543799901,-1.4746502634451772,11.40782126521136,0.14
7a,LiBr,ethanol,Li-H2O (requested),Li-Ethanol,0.16000000000000003,0.8926479439988909,0.4843619299540257,-0.4830016799254529,2.6565123746704806,3.5477908791880397,1.4787910887052247,-1.4775544977701585,11.423082676217213,0.16000000000000003
7a,LiBr,ethanol,Li-H2O (requested),Li-Ethanol,0.18000000000000005,0.895293997277391,0.48603258648251246,-0.48467233645474705,2.663845171327687,3.5528321269328518,1.4816875262515126,-1.4804509353171802,11.438236923941513,0.18000000000000005
7a,LiBr,ethanol,Li-H2O (requested),Li-Ethanol,0.20000000000000007,0.897935414695196,0.48770527549921,-0.4863450254721693,2.6711564124911216,3.5578413557867816,1.484576035965855,-1.4833394450321817,11.453283640632307,0.20000000000000007
7a,LiBr,ethanol,Li-H2O (requested),Li-Ethanol,0.21999999999999997,0.900572014389473,0.48937988593165543,-0.4880196359022186,2.6784455755201693,3.5628184083604064,1.4874564803931336,-1.486219889457282,11.468222425007916,0.21999999999999997
7a,LiBr,ethanol,Li-H2O (requested),Li-Ethanol,0.24,0.9032036086220607,0.4910563030507312,-0.489696053022616,2.6857121217697477,3.567763116225788,1.4903287158015088,-1.4890921248668585,11.483052843309284,0.24
7a,LiBr,ethanol,Li-H2O (requested),Li-Ethanol,0.26,0.9058300039076153,0.4927344085314081,-0.491374158503867,2.69295549701069,3.572675300294,1.493192592347473,-1.4919560014133446,11.497774430508121,0.26
7a,LiBr,ethanol,Li-H2O (requested),Li-Ethanol,0.28,0.9084510011149671,0.4944140804912259,-0.4930538304632188,2.7001751317574074,3.5775547711546727,1.49604795421074,-1.4948113632761884,11.512386691405883,0.28
7a,LiBr,ethanol,Li-H2O (requested),Li-Ethanol,0.3,0.9110663956019233,0.49609519354727516,-0.49473494351935887,2.70737044171142,3.582401329453653,1.4988946397553724,-1.497658048820903,11.526889101836346,0.3
